"Activity" "Subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()"
"SITTING" 19 -0.548919668132222 -0.610093380740278 -0.565082077982778 -0.575084820376417 -1.64281421666672e-05 0.013696593268 -0.0321842609068333 -0.19629760694 -0.0415013769106389 -0.171046043140278 -0.487190548564444 -0.849086494163611 -0.907623700052778 -0.526099306886944 -0.745034016075 -0.697123121252778 -0.270410947194444 -0.267422788638889 -0.596694943936944 -0.680924493180556 -0.586910128980833 -0.706375467930556 -0.648009494508056 -0.634949722042778 -0.86673996565 -0.819587152693611 -0.892529089047222 -0.889520644688889 -0.736390746132778 -0.744212938322222 -0.750406470441667 -0.743845875483333 -0.857114217796111 -0.880430032172222 -0.276943804013889 -0.577813276971667 -0.861716060194444 -0.869718727708333 -0.792658499844444 -0.733322752402778 0.152493066087278 0.475323016 0.0964052626666667 0.491945721027778 0.109891411583333 0.222078079401667 0.233011401195083 -0.958290447861111 -0.95925383425 -0.739182428333333 -0.770794291867778 0.556324946917222 -0.187955249833333 -0.224040143888889 -0.0610302380938056 0.707470337902778 0.691729884012222 -0.573253622697222 0.0722506313851667 0.00934272108086111 0.139184150068056 -0.704110656488889 -0.689370601878611 0.0340407368205556 0.03226406801525 -0.0900600461114444 0.204569551601417 0.0834329182120555 0.0182383324655556 0.101829671615 -0.6428496976225 -0.466921019253611 -0.654646121380278 0.118440857352972 -0.212995180323167 0.00169079334058333 -0.645471471841667 -0.0936397915238889 -0.681357968216667
"SITTING" 21 -0.693779224517157 -0.761303119652451 -0.736910379269608 -0.750735677676471 0.189495746399975 0.0295318368147059 -0.089010657789951 -0.18645796643924 -0.0228851873218137 -0.266403756563726 -0.5820039059625 -0.955426093210784 -0.926256691078431 -0.623073637700245 -0.849844490838235 -0.77554204272549 -0.339488018955882 -0.3103996865 -0.678615118728922 -0.767351986555392 -0.709800728388235 -0.781037590529412 -0.750330213294608 -0.742333954565686 -0.92446223377451 -0.920502900296152 -0.954600077303922 -0.953333474754902 -0.869001901838235 -0.881736776372549 -0.860233897473039 -0.848283227446078 -0.959623484117647 -0.962987636176471 -0.248178894232843 -0.443355285747304 -0.863868793458333 -0.934948958308824 -0.855372691627451 -0.843570918186274 0.115715630752696 0.645775957808824 -0.0750963071446078 0.661294669107843 -0.0568279817041667 0.0222958683970588 0.0321851774362745 -0.965586634460784 -0.969330818455882 -0.783920145343137 -0.825329857642157 0.696504435252206 -0.207487526708333 -0.223197356328431 -0.0522600072764706 0.747577886261275 0.748157812851667 -0.69790851110348 0.02919922238875 0.0521518929046324 0.0735783366892157 -0.804693966117402 -0.754151718889706 0.00165378733088235 0.0670460674177451 0.182989603982083 0.0651047623223039 -0.0311504502464461 -0.0148401855732598 0.0564732774771814 -0.796149222306373 -0.526506524372549 -0.776097702769608 0.111699969039877 -0.121391252487255 -0.0174661418949755 -0.790073466764706 -0.148189229973775 -0.799272175171569
"SITTING" 22 -0.704296113121212 -0.732423163577273 -0.705204075782828 -0.725570391787879 0.179420134520202 -0.103339425422727 -0.189229316364141 -0.236699285483182 -0.0496800786486869 -0.179463682976768 -0.521637554423081 -0.92364437489899 -0.929443836868687 -0.630818218827525 -0.791245664267677 -0.823728707323232 -0.381973631616162 -0.301142584914141 -0.65888895869697 -0.795524533080808 -0.678917860634848 -0.812851409292929 -0.700437450462626 -0.740930632767677 -0.863643539580808 -0.864859380151515 -0.921539968691919 -0.918003450252525 -0.850808313434343 -0.759320735687879 -0.827392587520202 -0.791400481393939 -0.938337321464646 -0.945270167727273 -0.267162664678788 -0.437191013259596 -0.906507112272727 -0.930828413383838 -0.791609915768434 -0.839113137777778 0.212296882165 0.675242930959596 0.0235808363131313 0.691263851515151 0.0384604611111111 0.225305372088384 0.236637160405404 -0.970886422525252 -0.964866300237374 -0.770271089931313 -0.882652485757576 0.647468284143434 -0.223372395 -0.274059743838384 0.0113915056020202 0.685381285765152 0.78369775829798 -0.691308795466667 0.0870131629588384 -0.0655640287742424 0.0323591106353535 -0.771123765021717 -0.754483590823232 -0.0222242698787879 0.0556455955878788 -0.0707173941075758 0.217175695463131 0.0385252884682323 0.193255443515152 0.0355357950914646 -0.745194148838384 -0.555806204176768 -0.841598529343434 0.202774177906768 -0.313651400812626 0.0522545920060606 -0.738921179010101 -0.161111464907071 -0.851205970757576
"STANDING" 18 -0.693434577904192 -0.760315278287425 -0.738313476443114 -0.759439918952395 0.287302017033862 -0.0330732012421257 -0.0962211625121257 -0.23377520243015 -0.0764512199938024 -0.225614887434731 -0.549391424422126 -0.956112410598802 -0.937051420299401 -0.646237378293413 -0.892129617155689 -0.813499748023952 -0.231841293023952 -0.252537053802395 -0.723907683083832 -0.819222532994012 -0.720203372035928 -0.835997824461078 -0.764947101407186 -0.779313529790419 -0.966164598083832 -0.948009223023952 -0.973155669760479 -0.971958674461078 -0.90960017505988 -0.938912583413174 -0.930284578922156 -0.890328471646707 -0.982225094161677 -0.982389304610778 -0.295595381539003 -0.439564779577844 -0.947117223173653 -0.971404967305389 -0.914370878652695 -0.910939944580838 0.119417351147722 0.694792777095808 -0.0010301843263473 0.712691312065868 0.0161550836526946 0.0837024194221557 0.0910314168113772 -0.978742766586826 -0.968999955598802 -0.830436733502994 -0.876603166287425 0.689387719293413 -0.101141352904192 -0.170595317688623 -0.125003877485629 0.766450814254491 0.812381826706587 -0.73263721751497 -0.0559244653083832 0.0607970999015569 0.115316779197455 -0.862203811197605 -0.785069066167665 0.059525784760479 0.0436375932928443 0.0905333852927545 -0.0285241181074551 -0.0248060675745509 0.00769268757949102 0.0799221805907485 -0.793208304461078 -0.559397235185629 -0.76323839239521 0.0989684286874252 -0.20414189758024 -0.11902290667006 -0.791912838845371 -0.0639719593595808 -0.774879162245509
"STANDING" 20 -0.581261642571717 -0.626155662129697 -0.595231373774798 -0.627123931542424 0.201001395782323 -0.115011389353535 -0.171197488890051 -0.225985834516768 -0.211723505111616 -0.226979850318687 -0.585935844020202 -0.917445940656566 -0.910071069545455 -0.555553678809646 -0.848212249848485 -0.729344279545455 -0.230356318222222 -0.191328374207071 -0.629326860401515 -0.734465775308081 -0.674575997207071 -0.753177553267677 -0.743098931258081 -0.694431339915151 -0.93896454969697 -0.915391906616162 -0.95006487969697 -0.947266060050505 -0.847957675 -0.883897932171717 -0.816803036944444 -0.846794678585859 -0.943020248732323 -0.958850343232323 -0.276064250425758 -0.607768305418182 -0.833738544171717 -0.93614675020202 -0.85679095030303 -0.779593740022222 0.279772765037879 0.657243899191919 -0.0686181655555556 0.670406478737374 -0.0550286195247475 0.0950365376262626 0.10679036740404 -0.958324946717172 -0.953576080606061 -0.747887449747475 -0.790208361575758 0.612612246686869 -0.083611984469697 -0.141722620151515 -0.128990995802424 0.66591434530202 0.76046709459596 -0.657152155661616 -0.152146177403535 -0.0155321725088889 0.0714391969277778 -0.779970837212121 -0.717652453767677 0.137689750191919 0.00060908922979798 0.127351680349091 -0.0355553092829798 -0.072575163259596 -0.123916721197475 0.0697048054692929 -0.717057217507576 -0.432907998813131 -0.665991359853535 0.143588353016667 -0.14358315660904 -0.20097228350404 -0.722004092191414 -0.0463783576439394 -0.695600286912121
"STANDING" 22 -0.530408052165854 -0.58616042178374 -0.538583988860163 -0.550256431088618 0.323707805497236 -0.0424833160325203 -0.123747121876179 -0.142857751796829 -0.0547695470686179 -0.179723831165203 -0.526925832656911 -0.886666292682927 -0.900169281626016 -0.392663165553659 -0.677568013178862 -0.685507515772358 0.0317267477235772 0.0377928401300813 -0.438179681174797 -0.649840836666667 -0.479376250713415 -0.682075480650406 -0.530184848099187 -0.5640152207 -0.790261083821138 -0.793908042593496 -0.87072501602439 -0.86745002102439 -0.748135279105691 -0.641156522555854 -0.733667635284553 -0.677054492992683 -0.896842014390244 -0.916471776504065 -0.253185449647317 -0.528785994517073 -0.857764079430894 -0.883456335365854 -0.628819323804878 -0.710851644796748 0.141701249601626 0.503385126178862 0.0442736759186992 0.513966461138211 0.0531005879593496 0.21946863397561 0.234681679495935 -0.938572531056911 -0.945180370293496 -0.614468099130081 -0.791749173170732 0.434283813390244 0.0779983403414634 0.076749442601626 -0.142430464302439 0.473297464195122 0.614679729658537 -0.485620708142276 0.0046718138897561 0.0127843902333333 0.0113844757455285 -0.633493005750406 -0.602970382186992 0.359262377850406 -0.0370391263349594 -0.0670692410390244 0.142390413131707 -0.0237241344373984 -0.0628113913609756 0.0645152305235772 -0.625741390463415 -0.418351589081301 -0.706025970813008 0.239255447821138 -0.381623718502439 -0.0336710313081301 -0.620134913788618 0.00254957899105691 -0.720302738455285
"STANDING" 23 -0.544207964433387 -0.541949073660753 -0.525195236885753 -0.600298490921505 0.196055459253763 0.220169606925027 -0.0251692798377688 -0.0592724696043011 -0.0229424899271505 -0.212187600777661 -0.522374015639516 -0.949060660268817 -0.885709811374194 -0.487317156516398 -0.840428559247312 -0.58494231082957 -0.202474020376344 -0.217425507215054 -0.628231338392742 -0.578870810235484 -0.635054351475538 -0.611371329310054 -0.708278773564247 -0.69781033676371 -0.899529857634409 -0.879020202222849 -0.922124241908602 -0.916526544825269 -0.809759168868817 -0.839411004830645 -0.75940402260793 -0.839899500591398 -0.925891134945968 -0.93738703483871 -0.246009964627688 -0.549216500122043 -0.687150523061559 -0.843031095436828 -0.796547656319892 -0.834757987392473 0.204291205108333 0.662324737580645 0.0146209197354839 0.67692010389785 0.0294390171125376 0.0381454128502688 0.0518662466372043 -0.964393040295699 -0.960318907096774 -0.751185274965591 -0.715021650569892 0.603798927025538 -0.138215105537634 -0.0338188515537634 -0.0382970761878495 0.674385771013441 0.569937780420914 -0.577999793315188 0.059791499885672 -0.000495226759994624 0.111851742616855 -0.757484033698925 -0.672274485897849 0.140582230575269 0.0302250969109677 0.0365178975172043 0.051724314869086 -0.0278489484524194 -0.155381348812312 0.139497519246452 -0.76267415043172 -0.489784259527688 -0.543267008066398 0.132663933769489 -0.128825268579839 0.00542761627217742 -0.768043575134409 -0.105250661397581 -0.609255340911282
"STANDING" 25 -0.625733064258924 -0.68515279467066 -0.648868039122164 -0.663095593481296 0.378734233021516 -0.265629375947188 -0.207601176327873 -0.349146931885306 -0.135139739853178 -0.199264839726161 -0.531885318668704 -0.915606981418093 -0.909616469202934 -0.663487705501222 -0.918994396674817 -0.839618308704156 -0.263264694621027 -0.188671965254279 -0.740570312249389 -0.849504849486553 -0.807712525721271 -0.859085556259169 -0.835501754621027 -0.77137384603912 -0.976594753716381 -0.972417879804401 -0.98500241400978 -0.984280545110024 -0.955151765599022 -0.963487709853301 -0.956633527139364 -0.91742295794621 -0.973015222982885 -0.982401151393643 -0.217506913550611 -0.336610039818851 -0.952992005794621 -0.981518451882641 -0.954549043496333 -0.909439974547677 -0.0232163159468215 0.672386622127139 0.0471601427530562 0.681401241452323 0.0423419660696822 0.211304122898914 0.239226040930391 -0.950017091344743 -0.901088770963325 -0.830803566161369 -0.877543541344743 0.781018726430318 -0.0810228595183374 -0.205167427100244 -0.156233913804645 0.793827123838631 0.861460269022005 -0.781215768606357 -0.126836775784435 0.0249159233142054 0.158934167892152 -0.847109126638142 -0.740709084755501 0.195509193213936 0.0172455433653227 0.0128273072826406 0.0755446531537408 -0.108216686020685 0.0994643286026895 0.0459604235955257 -0.683743168183374 -0.555286212933985 -0.75183713599022 0.194160250078068 -0.310076373328606 -0.214663425409834 -0.676348225237164 -0.015779205397555 -0.751003093349633
"STANDING" 26 -0.694597662936224 -0.751833690215051 -0.724754596521939 -0.73727586297449 0.228223967308163 0.00738065429293367 -0.0167778610493112 -0.0997774465610969 0.00293652401732143 -0.21743039406602 -0.530866403555357 -0.949461929846939 -0.931406096607143 -0.612036767489541 -0.827311278818878 -0.766498643339286 -0.291506725191327 -0.298176075742347 -0.696726473912755 -0.76956529125 -0.694314518927551 -0.775259255408163 -0.73755698547449 -0.741077333714286 -0.936130899770408 -0.924331564132653 -0.955610387040816 -0.953670289719388 -0.870827389005102 -0.907980495127551 -0.89900405005102 -0.824307733640306 -0.947568163137755 -0.960107841147959 -0.32193752823699 -0.609298316453316 -0.892208811734694 -0.949119517015306 -0.897059461505102 -0.860105584996174 0.154561322995663 0.615123534668367 0.10870478277551 0.632244223443878 0.121760335746888 0.224758547407379 0.234107010472449 -0.96781789994898 -0.959713562227041 -0.785259466647959 -0.83742929497449 0.644530196179796 -0.21293067505102 -0.193880729030612 -0.0679302602993622 0.74492921269898 0.769803657933673 -0.691900769118622 0.0439751009288265 0.0337365754958163 0.127880227259286 -0.806337664992347 -0.726289643751531 0.0135795976130102 0.0653791454368827 -0.0146691799545918 0.0589517802997449 -0.00779990377933674 0.0519871631997449 0.131402760902347 -0.770474036337245 -0.540846880509082 -0.809970571020408 0.0554512837068622 -0.142855957226276 -0.0262471315415816 -0.770736925869898 -0.100610836430867 -0.826880369489796
"STANDING" 27 -0.966683888076923 -0.973304104615385 -0.970021134358974 -0.969278897948718 -0.231458593020513 -0.0299447505205128 -0.03968716295 -0.181307490739744 0.0413609363371795 -0.183706092660256 -0.49427791625641 -0.999806094230769 -0.984727574615385 -0.983390371282051 -0.999655418205128 -0.983580621923077 -0.94192880474359 -0.876181025820513 -0.985147330128205 -0.988521791666667 -0.992649861923077 -0.989424112692308 -0.994247856538461 -0.987406075512821 -0.99986445025641 -0.999822432051282 -0.999898561410256 -0.999896295128205 -0.99991626 -0.999787232948718 -0.99980516474359 -0.999653393974359 -0.999858558333333 -0.999916247948718 -0.33813951063718 -0.515592761442308 -0.999640293076923 -0.999508158846154 -0.999766416923077 -0.999745816666667 0.136888451395385 0.788037331794872 0.0657218505 0.807547082051282 0.0856042511410256 0.213752343512821 0.219701605211973 -0.985853734871795 -0.982492101538462 -0.989555627307692 -0.989737483589744 0.989216491153846 -0.740231202564103 -0.751458258205128 0.179427608761154 0.988503679615385 0.987920757564103 -0.990464891153846 0.253659467847436 -0.104359086326795 0.184879881565385 -0.998337301410256 -0.977624891923077 -0.627567405961538 0.0844552667628205 -0.222415041008974 0.116755535808462 0.168743620953846 0.0812505143097436 0.0339535370461538 -0.987940990641026 -0.746827390769231 -0.984777298846154 0.0623787063923077 -0.34280760740641 0.165902382615385 -0.988022134102564 -0.456819013935897 -0.98547089525641
"WALKING" 1 -0.475404785802305 -0.499839593745821 -0.439586116879366 -0.452758051199971 0.157222927766571 0.0698310306246109 -0.0320324102759078 -0.0901517235974063 -0.0180063943472334 -0.25870197963464 -0.581864694924207 -0.94572860795389 -0.888354333573487 -0.445391557253458 -0.818789354236311 -0.702083332115274 -0.0301209415097983 -0.033778883556196 -0.507343617969859 -0.695305113832853 -0.543979776127867 -0.718431954291066 -0.63449666293804 -0.542341092089741 -0.915196563487032 -0.884905651544669 -0.926779434149856 -0.924904276599424 -0.792582802190202 -0.803508846605187 -0.703414042628242 -0.818999470201729 -0.953190533832853 -0.964923538645533 -0.204360491241787 -0.407213740707781 -0.912465633256484 -0.9137311529683 -0.792523159435158 -0.720109873184438 0.196151041060519 0.744867411573487 -0.0825562579855908 0.755565907392795 -0.0701719489538905 0.0565659885294813 0.072339870389049 -0.959859435936599 -0.951150627458213 -0.659588345855908 -0.799386916801153 0.45229857908415 0.0368494277933718 -0.0140818229606628 -0.132740067365418 0.559417589150432 0.69367453389049 -0.538169912672046 -0.0239576658867435 0.0795534183285303 0.0609752461308357 -0.741394643746398 -0.603153353097983 0.249771373567723 0.0271146641678674 0.246227438940634 -0.167193038574928 0.00566810250172911 -0.108980031707493 0.109064070293026 -0.70103996425072 -0.457796033259366 -0.469460663873516 0.111887349196744 -0.034900849132853 -0.0768873942676945 -0.720751722302594 0.0386521646489914 -0.508497036147262
"WALKING" 2 -0.614771054893146 -0.680584887880795 -0.654323214404305 -0.679129394398013 0.28900576873001 0.0945275806279371 -0.00576500648245033 -0.0702155008665563 0.0513627291214901 -0.182855859096027 -0.475355877301325 -0.931840074536424 -0.909318096490066 -0.486200016767881 -0.84059234513245 -0.71344086036755 -0.0970730098344371 -0.0924082208609271 -0.50890379901457 -0.715745330403973 -0.595105612895033 -0.746325666059603 -0.69287933708543 -0.611303453504967 -0.857690367384106 -0.845319810056291 -0.908781252625828 -0.906572410784768 -0.820340989864238 -0.727323163864238 -0.736457234797682 -0.842983792119205 -0.921015356125828 -0.909709305165563 -0.329257594034669 -0.590158146904636 -0.872449134238411 -0.926829161685431 -0.699931484960265 -0.742168433203974 0.194535818751225 0.660782866688742 -0.147219886910411 0.674060965529801 -0.130323319807947 0.124046365743775 0.134865335090728 -0.963015508245033 -0.960033560165563 -0.621810136880132 -0.809268521271523 0.491075915344371 -0.0260976587549669 -0.0719020549668874 -0.0114907380883113 0.583960484002649 0.706169094741722 -0.583251058675828 0.0791252272742715 0.0891922187868874 0.129898306291391 -0.774345884943709 -0.732770948211921 0.141015697466225 -0.057460692242053 0.19239867245596 0.111621551897682 -0.00377548290966556 0.0393154392191391 0.0781061226818543 -0.714453179304636 -0.475458444892715 -0.736090675960265 0.111493566127884 -0.117634999750629 0.00202448893807947 -0.711799495822517 -0.0156624417396358 -0.756139001622517
"WALKING" 3 -0.643150121648094 -0.674010290979472 -0.645531109300293 -0.680015129508798 0.421044472834604 -0.0899245582768475 -0.102568067670674 -0.167675025582991 -0.0321862688221114 -0.314207055173314 -0.637510232345455 -0.924761594193548 -0.928410088181818 -0.557522154207449 -0.856058922466276 -0.768033272609971 -0.116522728671554 -0.0812330894750733 -0.582949919157742 -0.780101644193548 -0.657844055881525 -0.797251900733138 -0.72850059383871 -0.650111386902141 -0.925928656539589 -0.906369242445748 -0.945155717096774 -0.943673895865103 -0.860892450201466 -0.868926571099707 -0.830292959164223 -0.855077423964809 -0.957246950909091 -0.950523918357771 -0.286445631271437 -0.557156149923754 -0.922340631906158 -0.960800284721408 -0.761751836592375 -0.792184972220821 0.156544326025806 0.707814353343108 -0.0260590480328739 0.721778084809384 -0.016086882140176 0.0319191401343109 0.0480937904190616 -0.966457565630499 -0.9445645371261 -0.710235602346041 -0.83837133457478 0.609650581858651 0.0321638899677419 -0.0923626427302053 -0.126456219479238 0.62398123538132 0.776199417653959 -0.646245684749355 -0.0544719991492669 0.0882723583046334 0.132779076421056 -0.813527226829912 -0.727032117560117 0.213677470368358 -0.0289132302111437 0.014017028808563 0.0258443926935836 -0.0883131639464399 -0.0507636864252493 0.0993355799490616 -0.705598279982991 -0.495006749651026 -0.774203167800587 0.118727178744018 -0.243857290725601 -0.124553942740762 -0.71164868156305 -0.00183098042404692 -0.796150937214076
"WALKING" 4 -0.708221087886598 -0.749105473365979 -0.723967497845361 -0.741616879201031 0.460478578000515 -0.128205781942784 -0.145349222123196 -0.357592715106186 -0.023592604357732 -0.212566475895876 -0.543484144155928 -0.944552462113402 -0.938810054020619 -0.657306468587629 -0.884827727989691 -0.841447845360825 -0.250287266002474 -0.166300565757732 -0.684648403917526 -0.845383895412371 -0.710952957814433 -0.86035625056701 -0.757866709226804 -0.746915201128866 -0.951449606546392 -0.941930534226804 -0.970285813453608 -0.96906383314433 -0.903574837268041 -0.883010079541237 -0.882287115773196 -0.884630688195876 -0.965821557164948 -0.967344501443299 -0.276883100298454 -0.244944810571649 -0.959383722938144 -0.976455910154639 -0.876801614793814 -0.886654311237113 0.0766007644994845 0.731456509896907 0.072347989306416 0.745502576494845 0.0779714034354124 0.180647097603093 0.193993433768041 -0.967576704329897 -0.94170652321134 -0.802648129381443 -0.905070343298969 0.682339293587629 -0.0321686056546392 -0.17754139235567 -0.0589688334474227 0.725316689566495 0.843153504845361 -0.725451805103093 0.0557786108934536 0.0717899159170103 0.0923201589515464 -0.862132340051546 -0.745524142912371 0.161482659371134 -0.0724783244128866 -0.0718818601958763 0.322268352241237 0.00486564904793814 0.197847395923505 0.092419800910567 -0.756439187994845 -0.558190831257732 -0.826105936237113 0.27338555114433 -0.222870462705155 -0.0183779070740206 -0.763602429479381 0.0126105479010309 -0.821382907731959
"WALKING" 5 -0.602770284825828 -0.664078383532781 -0.63494621060596 -0.660578821377483 0.404535660337748 0.0800680052430464 -0.0381646986649007 -0.0720666007195695 0.0744028987918874 -0.357614085751325 -0.663122053359934 -0.94356218102649 -0.92517125 -0.499405119087417 -0.751216184234768 -0.74496364868543 -0.095115123113245 -0.0650775967086093 -0.550991969857417 -0.768762357980132 -0.584013626983444 -0.783870151721854 -0.640998892371854 -0.580833808271523 -0.927879371622517 -0.889139421403974 -0.947470916721854 -0.945293647715232 -0.801421524082781 -0.877107601953642 -0.831489877715232 -0.746622108781457 -0.950609000364238 -0.948495195827815 -0.363279563890662 -0.335102913231788 -0.921447602582781 -0.95978298986755 -0.836316175463576 -0.729451412982781 0.183328842972351 0.698153719072848 0.112313109736755 0.712006124205298 0.119259080236563 0.0797859964731788 0.0921607197449904 -0.964629108807947 -0.939973777950331 -0.701800284937086 -0.817809626754967 0.579125602278808 0.0913177742049669 -0.0717207042450331 -0.166648063395695 0.602436232857616 0.770622727582781 -0.591358924347682 -0.0689192880692848 0.159983645839371 0.125365114095397 -0.718001868307616 -0.623837310271523 0.258741201208079 0.0385932372128808 0.0519118728857616 0.0778619220718576 -0.0692799071692053 -0.102733848671523 0.126880054450662 -0.713554046655629 -0.338183127438775 -0.719304174437086 0.104664723382745 -0.0573342885188742 -0.105810438299073 -0.709759976122517 -0.00257277666745033 -0.743353220364238
"WALKING" 6 -0.690488145614407 -0.722636443516102 -0.702165574616949 -0.731590768438559 0.335716585919068 0.0433188755711864 -0.00638799606635593 -0.0908297418220339 0.0389196627572034 -0.369611318957627 -0.673019401419492 -0.946832809364407 -0.950477613516949 -0.63062246097928 -0.820860059105932 -0.853825848601695 -0.274216833144068 -0.233032230229237 -0.66059454675 -0.859603672415254 -0.686677797992797 -0.874569353008475 -0.757460865309322 -0.676103177504237 -0.913581351271186 -0.905903517838983 -0.944559766483051 -0.942333423305085 -0.846405228851695 -0.84807367286017 -0.83052980884322 -0.819570633792797 -0.959122588305085 -0.968249939152542 -0.35176349686822 -0.449556421699153 -0.965843657669492 -0.978827492838983 -0.852797849788136 -0.791243856110169 0.124522713170339 0.670506153601695 0.0612321366461864 0.683334890338983 0.0713812001631356 0.0467722004043178 0.0584702778558475 -0.95651898940678 -0.952613166822034 -0.763180226444915 -0.895179731949153 0.623056064082203 -0.08845978175 -0.209178737872881 -0.108139283202966 0.692305001030932 0.857211343135593 -0.707617935659322 -0.00195044268368644 0.102075539539025 0.155932583776271 -0.801216912622881 -0.711287921432203 0.0994718748440678 0.0966253560923729 -0.0523559761712712 -0.0616981701427966 -0.00531220788415254 -0.147161713717288 0.108678800476271 -0.77520744784322 -0.477161568725 -0.77633449661017 0.112204501722119 -0.160932752578686 -0.0512546683097034 -0.780856317033898 -0.0567666402511864 -0.801918569957627
"WALKING_DOWNSTAIRS" 10 -0.412441627912821 -0.541830959732991 -0.492109445434615 -0.515034819023077 0.189834502450855 -0.0154128207808974 -0.0933071451660684 -0.129584765945726 -0.0723224360760684 -0.275044993820513 -0.606695713028205 -0.883928664273504 -0.866103014273504 -0.371547193654615 -0.712285530846154 -0.675600006358974 0.0680285346025641 0.0463103620213675 -0.450402445118248 -0.654781895967094 -0.444119132470983 -0.696209404149573 -0.522871834353889 -0.567939937188462 -0.840958568089744 -0.811039417393162 -0.894387523760684 -0.890547110683761 -0.703579151223932 -0.699195872598291 -0.702544346960256 -0.711458384405983 -0.922514811965812 -0.937667879358974 -0.34664726262094 -0.519333590786325 -0.903339009871795 -0.893114119188034 -0.708190947384188 -0.726152827141026 -0.0279403896692308 0.65835911957265 -0.165177771367521 0.672591890470085 -0.149470679594017 0.0158682801634615 0.0307366662204145 -0.964245853333333 -0.95273087965812 -0.61681976257265 -0.762818252692308 0.331770901256838 0.0905700647948718 0.0238932965384615 -0.155649142310684 0.534653219320513 0.632943211711111 -0.479178151550855 -0.123602040925128 0.105991631426026 0.00216540018333333 -0.673204389824786 -0.575522796114957 0.314168500963248 0.045358628434188 0.00161923736863248 -0.145935846131434 0.0560905947948718 -0.00319409982491453 0.131312223263034 -0.604107458891026 -0.331117262017094 -0.48505897986453 0.22654527850812 -0.0583247826496581 -0.152040681722222 -0.60631193967906 0.0140427451581197 -0.475035524382479
